time,metric,value,if_score
2026-05-01 03:05:00+00:00,M452,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M474,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M475,1.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M490,1.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M494,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M516,2.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M520,2693.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M529,1.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M609,12.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M610,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M618,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M658,67.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M688,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M696,1169.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M719,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M736,1.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M767,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M779,5.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M786,76.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M841,5.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M843,1.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M855,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M874,314.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M899,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M904,2.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M965,15.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M971,4269.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M972,0.0,-0.1350568707930352
2026-05-01 03:05:00+00:00,M991,0.0,-0.1350568707930352
2026-05-01 03:15:00+00:00,M029,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M037,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M104,1.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M162,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M164,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M185,55.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M204,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M238,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M265,13.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M318,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M336,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M348,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M362,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M378,58.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M392,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M419,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M430,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M452,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M474,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M475,1.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M490,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M494,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M516,1.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M520,2611.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M529,2.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M609,17.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M610,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M618,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M658,57.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M688,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M696,1116.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M719,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M736,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M767,0.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M779,7.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M786,66.0,-0.05709085494229105
2026-05-01 03:15:00+00:00,M841,5.0,-0.05709085494229105
